n,events,non_events,responders,prevalence,p_base,p_event,p_fisher,or,ci.low,ci.high
280,140,140,63,0.5,0.2,0.2,1,0.959986643287559,0.526254974580981,1.74949525133776
280,1,279,64,0.01,0.2,0.1,1,0,0,131.356898517635
280,12,268,63,0.05,0.2,0.1,1,0.67955197446078,0.0705681187368003,3.31518104221
280,27,253,47,0.1,0.2,0.1,0.0592860989504051,0.173724251932094,0.00413693548397904,1.11510925866115
280,73,207,44,0.3,0.2,0.1,0.0411307943986494,0.399378796112569,0.13182196559021,1.01267138322061
280,143,137,37,0.5,0.2,0.1,0.00063836888424728,0.26266760410762,0.104477553179834,0.602408816854445
280,2,278,52,0.01,0.2,0.01,1,0,0,23.4789687313003
280,18,262,58,0.05,0.2,0.01,0.0297530823284723,0,0,0.832332053809093
280,33,247,56,0.1,0.2,0.01,0.00898625175034554,0.109569465474058,0.00263624059173489,0.687924669534987
280,91,189,42,0.3,0.2,0.01,4.74729380289442e-07,0.0403568805981684,0.000985431759121054,0.246740585721077
280,134,146,29,0.5,0.2,0.01,1.52108988970379e-09,0,0,0.122636035383058
280,1,279,39,0.01,0.2,0,1,0,0,240.09962640104
280,17,263,55,0.05,0.2,0,0.0292037752518724,0,0,0.954406866812416
280,28,252,55,0.1,0.2,0,0.00215198705453973,0,0,0.52685034900011
280,85,195,33,0.3,0.2,0,3.38412338458041e-06,0,0,0.23371762278599
280,136,144,26,0.5,0.2,0,1.1087657107913e-08,0,0,0.136826167702025
300,4,296,106,0.01,0.4,0.4,0.616062115320942,1.84222011777646,0.131757856222544,25.7572482199931
300,16,284,121,0.05,0.4,0.4,0.797801209333044,1.15925963773435,0.355992959630737,3.61166943490376
300,20,280,120,0.1,0.4,0.4,0.813998524467063,0.796372592637147,0.260556777387908,2.22716288603455
300,94,206,116,0.3,0.4,0.4,0.443822616969458,0.80228648906348,0.465585513940061,1.36822717391883
300,152,148,121,0.5,0.4,0.4,0.0597290432596911,0.630823984370726,0.385199266994162,1.02881902747013
300,4,296,126,0.01,0.4,0.2,0.641687463397414,0.457082023469263,0.00862326896322324,5.76863819086424
300,12,288,112,0.05,0.4,0.2,0.0355053901651631,0.145566376702032,0.00334259527422096,1.02682827249858
300,25,275,111,0.1,0.4,0.2,0.19682197928926,0.512325197907419,0.162119402274903,1.38926674561435
300,94,206,103,0.3,0.4,0.2,0.190705152389296,0.690158336333604,0.389205498448144,1.20268805689877
300,143,157,100,0.5,0.4,0.2,1.46212667595223e-06,0.288674344183435,0.164515282999252,0.496616317291778
300,3,297,121,0.01,0.4,0.1,0.27561872909699,0,0,3.57499097100932
300,22,278,112,0.05,0.4,0.1,0.00481696872583014,0.153409673855095,0.0170813792667043,0.652051741149098
300,29,271,116,0.1,0.4,0.1,9.55468497370275e-06,0.0487257657072646,0.00117929462869796,0.30373528093328
300,86,214,92,0.3,0.4,0.1,1.36763643043734e-05,0.241827784079168,0.10915542341168,0.492626577069897
300,139,161,86,0.5,0.4,0.1,4.4118394446637e-10,0.170120973581006,0.0862645694273241,0.319280360752834
300,2,298,115,0.01,0.4,0.01,0.525641025641024,0,0,8.5701892683087
300,19,281,120,0.05,0.4,0.01,4.68639454917209e-05,0,0,0.295919255376809
300,29,271,117,0.1,0.4,0.01,2.83779481390817e-07,0,0,0.184202089588711
300,88,212,76,0.3,0.4,0.01,1.67980887036032e-12,0.0211637064119596,0.000523734727644023,0.126414020193089
300,164,136,53,0.5,0.4,0.01,6.34534336730465e-22,0,0,0.0380675132125885
300,6,294,126,0.01,0.4,0,0.041807775131184,0,0,1.15734092312756
300,12,288,126,0.05,0.4,0,0.00164878415000662,0,0,0.475118026824764
300,29,271,114,0.1,0.4,0,6.65524812457485e-07,0,0,0.19276940336151
300,86,214,90,0.3,0.4,0,7.56146547669608e-17,0,0,0.0629582250328822
300,140,160,72,0.5,0.4,0,1.2590131684977e-24,0,0,0.0345059288914202
300,4,296,63,0.01,0.2,0.4,1,1.25703957562369,0.0235883688382608,15.964539139362
300,16,284,52,0.05,0.2,0.4,0.166770168348649,2.28418138333513,0.59403771998465,7.54452858600325
300,16,284,61,0.1,0.2,0.4,0.001205083965234,5.689642316007,1.79351180715672,18.8727486537047
300,83,217,76,0.3,0.2,0.4,5.75080816023972e-06,3.65256468506522,2.02534874243344,6.62296017556217
300,151,149,90,0.5,0.2,0.4,0.000649148975450355,2.43374069153459,1.41962751302807,4.23176544977827
300,7,293,46,0.01,0.2,0.2,0.600241677849459,0,0,3.86182436231843
300,13,287,54,0.05,0.2,0.2,0.709943649953825,1.38656950174372,0.236917402555157,5.64277662961145
300,35,265,59,0.1,0.2,0.2,1,1.02395810921293,0.357502524389595,2.57382096832112
300,99,201,51,0.3,0.2,0.2,0.744583918255683,1.13083543251687,0.563546726014522,2.21265701002516
300,149,151,58,0.5,0.2,0.2,0.661717931750639,0.857132719957364,0.461797065354379,1.58313317298499
300,3,297,63,0.01,0.2,0.1,1,0,0,9.15860689718555
300,6,294,63,0.05,0.2,0.1,1,0.749056846034594,0.0155789520897471,6.87033671554627
300,36,264,50,0.1,0.2,0.1,1,1,0.320989269803078,2.64076267639111
300,91,209,51,0.3,0.2,0.1,0.0306656556282265,0.437484142647208,0.178427932947366,0.968166904600793
300,165,135,50,0.5,0.2,0.1,0.280978931157921,0.714406265215065,0.370092358461639,1.37384748099485
300,3,297,48,0.01,0.2,0.01,1,0,0,12.8301612243351
300,13,287,67,0.05,0.2,0.01,0.0802164007521893,0,0,1.11389073315634
300,33,267,50,0.1,0.2,0.01,0.0242975078317078,0.139549236478239,0.00335123281843161,0.879162265043121
300,90,210,39,0.3,0.2,0.01,3.37487023374745e-07,0,0,0.195132645686219
300,154,146,32,0.5,0.2,0.01,1.63917915355961e-08,0.0512565750289463,0.0058276783583631,0.208947764478465
300,4,296,56,0.01,0.2,0,1,0,0,6.65118887017066
300,14,286,56,0.05,0.2,0,0.0804254075046831,0,0,1.28579481791295
300,24,276,61,0.1,0.2,0,0.00625485835315914,0,0,0.608829506504648
300,93,207,39,0.3,0.2,0,2.91264578048802e-07,0,0,0.185434345112731
300,151,149,29,0.5,0.2,0,3.35881913370514e-10,0,0,0.111359150164276
320,2,318,134,0.01,0.4,0.4,0.511677115987461,0,0,7.39103595973507
320,19,301,121,0.05,0.4,0.4,0.808027452919675,1.20922992655104,0.409146969384807,3.41403631866823
320,24,296,115,0.1,0.4,0.4,0.376306702061791,1.55992130130122,0.609251916882811,3.92482759073654
320,96,224,126,0.3,0.4,0.4,0.383028054355368,0.787402897709862,0.462661258394704,1.32641466524232
320,157,163,132,0.5,0.4,0.4,0.733754480395776,0.913303815552688,0.570571348238444,1.46049480500647
320,2,318,129,0.01,0.4,0.2,0.517260971786833,0,0,7.88550630893842
320,20,300,131,0.05,0.4,0.2,0.0174542882751465,0.238001988058606,0.0437663923773632,0.848154678711257
320,29,291,115,0.1,0.4,0.2,0.686164785034128,0.785958392630119,0.303626129667618,1.8846500838646
320,98,222,109,0.3,0.4,0.2,0.0102436647434661,0.486012992859657,0.269463161045079,0.853766953406457
320,163,157,81,0.5,0.4,0.2,0.0396465348251443,0.577454076886186,0.333651569449905,0.990314098626798
320,2,318,122,0.01,0.4,0.1,0.526724137931036,0,0,8.64609091876433
320,13,307,120,0.05,0.4,0.1,0.0361998659147877,0.132183654741961,0.00305883266875719,0.914944204553872
320,26,294,126,0.1,0.4,0.1,3.13186607609325e-05,0.0543638226751911,0.00131139100628327,0.341327713258733
320,92,228,90,0.3,0.4,0.1,1.15035746823048e-06,0.197648597269884,0.0828681627935312,0.421089442806714
320,158,162,93,0.5,0.4,0.1,7.54242428830444e-14,0.125245038853208,0.0638439200307418,0.233477521925097
320,4,316,124,0.01,0.4,0.01,0.160946430080759,0,0,2.38630846257875
320,18,302,109,0.05,0.4,0.01,0.000551154204713674,0,0,0.413956874844662
320,33,287,132,0.1,0.4,0.01,4.80699016011552e-05,0.123077740060746,0.0235020588501451,0.409607195279684
320,108,212,76,0.3,0.4,0.01,1.02400624971478e-16,0,0,0.0649402481683999
320,156,164,52,0.5,0.4,0.01,7.53098682651529e-18,0,0,0.0546647094118342
320,6,314,118,0.01,0.4,0,0.0886965032337975,0,0,1.44015079272685
320,13,307,135,0.05,0.4,0,0.00086445018976688,0,0,0.428721708831386
320,26,294,107,0.1,0.4,0,1.74216973367268e-05,0,0,0.274347280366535
320,105,215,71,0.3,0.4,0,6.46056551057641e-15,0,0,0.0757938927197255
320,154,166,66,0.5,0.4,0,7.27467865105697e-23,0,0,0.0387813106477805
320,1,319,73,0.01,0.2,0.4,0.228125000000001,Inf,0.0867578969899069,Inf
320,16,304,67,0.05,0.2,0.4,0.0510684698009048,3.14817781893689,0.955289208014398,9.94289483957028
320,30,290,78,0.1,0.2,0.4,0.000448855443312956,4.17894135659827,1.80243237139879,9.80874424636239
320,101,219,68,0.3,0.2,0.4,0.038853810280524,1.85518289771396,1.02400109353078,3.34113971237186
320,168,152,92,0.5,0.2,0.4,0.000116840889615072,2.71670831432177,1.58470470995613,4.74451939787385
320,5,315,59,0.01,0.2,0.2,0.588621855357327,0,0,4.85871650541393
320,8,312,68,0.05,0.2,0.2,1,0.523281619630888,0.0114264420494413,4.18867562021904
320,30,290,66,0.1,0.2,0.2,0.233165119585787,1.74837484223009,0.667893145093367,4.24523247240133
320,102,218,66,0.3,0.2,0.2,0.458658568123751,0.75956424989372,0.390602758339524,1.42754100792934
320,161,159,64,0.5,0.2,0.2,0.780761615399799,0.910756877969043,0.506318437266062,1.63501846389797
320,3,317,63,0.01,0.2,0.1,0.483172650381499,2.05091532626309,0.0343091271139937,39.9830292159756
320,18,302,68,0.05,0.2,0.1,0.77327305460499,0.72990258459539,0.131514699800701,2.69289767149229
320,37,283,67,0.1,0.2,0.1,0.287823282731641,0.557842015364828,0.162817852460601,1.52757298494041
320,97,223,51,0.3,0.2,0.1,0.0317708971166978,0.441746832178021,0.180791885500792,0.973554285030256
320,169,151,57,0.5,0.2,0.1,0.000132063683194735,0.311504408421397,0.156956391883083,0.59603316051812
320,2,318,54,0.01,0.2,0.01,1,0,0,26.3877110590849
320,15,305,69,0.05,0.2,0.01,0.0476940456758199,0,0,0.985319187714157
320,29,291,51,0.1,0.2,0.01,0.00718052385958729,0,0,0.666922924300432
320,107,213,58,0.3,0.2,0.01,1.23130937127747e-10,0.0259747883535082,0.000641430016822593,0.155786862753131
320,156,164,30,0.5,0.2,0.01,3.9323487199467e-06,0.100062577497423,0.0190015830868997,0.336125537793918
320,3,317,64,0.01,0.2,0,1,0,0,9.74036654240878
320,11,309,70,0.05,0.2,0,0.130281943382984,0,0,1.40242697183168
320,34,286,58,0.1,0.2,0,0.00145998568704612,0,0,0.469299814757976
320,80,240,45,0.3,0.2,0,1.09864167188432e-06,0,0,0.215730686903952
320,156,164,28,0.5,0.2,0,2.64511196116654e-09,0,0,0.126460745410137
340,1,339,139,0.01,0.4,0.4,1,0,0,56.3469119579519
340,14,326,145,0.05,0.4,0.4,0.591650003160518,1.36104378399536,0.397323559775695,4.66256287828155
340,36,304,140,0.1,0.4,0.4,0.592931130572512,0.788287451585358,0.352555966758795,1.69463323922524
340,101,239,121,0.3,0.4,0.4,0.385798373013572,0.782192254836104,0.459595904342435,1.31407608373511
340,166,174,136,0.5,0.4,0.4,0.824822559218632,0.933819123247271,0.590679918049404,1.47505399018154
340,2,338,123,0.01,0.4,0.2,0.536855804268611,0,0,9.40068101334684
340,17,323,117,0.05,0.4,0.2,0.0085659911094589,0.111966285923232,0.00264147688296279,0.738862318071436
340,38,302,117,0.1,0.4,0.2,0.01067716653488,0.323541495986772,0.107203573053225,0.817387166718653
340,110,230,128,0.3,0.4,0.2,0.0164929529283625,0.539007557864129,0.317511697962085,0.900647258393249
340,175,165,103,0.5,0.4,0.2,1.0638752852102e-05,0.336605678820857,0.199691033388521,0.559597516354241
340,3,337,149,0.01,0.4,0.1,0.259266007287871,0,0,3.09577610953619
340,15,325,126,0.05,0.4,0.1,0.0582493543346711,0.25017071320336,0.0269928783148706,1.13351733055699
340,38,302,130,0.1,0.4,0.1,0.00232086382972882,0.270035413668535,0.0895691449021581,0.681054644348307
340,99,241,94,0.3,0.4,0.1,9.39944345409894e-05,0.299524350040584,0.144448669774288,0.580628117563201
340,173,167,83,0.5,0.4,0.1,3.74942645902544e-14,0.113328643633753,0.0545184551918728,0.2199669048155
340,1,339,123,0.01,0.4,0.01,1,0,0,68.7320597842169
340,16,324,140,0.05,0.4,0.01,0.000291113982422072,0,0,0.349287231731196
340,39,301,108,0.1,0.4,0.01,1.62893562869411e-07,0,0,0.18260925913786
340,101,239,85,0.3,0.4,0.01,2.39023165674215e-14,0.0185815018235211,0.00046225660042388,0.11011970325319
340,155,185,77,0.5,0.4,0.01,3.30605677697471e-18,0.0409534410552643,0.0105810574933384,0.114264397084082
340,3,337,136,0.01,0.4,0,0.27787610619469,0,0,3.62581310861653
340,26,314,116,0.05,0.4,0,1.57290916574247e-05,0,0,0.267414477512539
340,34,306,120,0.1,0.4,0,1.76630023468881e-07,0,0,0.182729595419143
340,103,237,88,0.3,0.4,0,6.2412602907571e-17,0,0,0.0641631642844585
340,162,178,57,0.5,0.4,0,6.49108092407517e-19,0,0,0.0516134645991786
340,4,336,71,0.01,0.2,0.4,1,1.26572688881613,0.0237923055411363,16.0383029955485
340,13,327,60,0.05,0.2,0.4,0.708195591383656,1.41942652383141,0.243429805975507,5.74855363400721
340,40,300,72,0.1,0.2,0.4,0.0669074737558252,1.96228873277257,0.874091997385894,4.22322505503643
340,94,246,89,0.3,0.2,0.4,1.441592060204e-05,3.17872095834543,1.83955829567366,5.5078566720495
340,169,171,119,0.5,0.2,0.4,2.68912727205423e-06,3.03197058943234,1.85927693085069,5.00328755840992
340,3,337,60,0.01,0.2,0.2,1,0,0,11.376672545199
340,15,325,70,0.05,0.2,0.2,0.323092978014511,0.26570294615149,0.00618294641967002,1.80528806286343
340,25,315,79,0.1,0.2,0.2,1,1.04672474495112,0.329580235522139,2.85709792996775
340,106,234,67,0.3,0.2,0.2,0.104988541272992,0.577797777476886,0.286042899755632,1.11077083639696
340,173,167,70,0.5,0.2,0.2,0.893907369723887,0.956627377060345,0.54600902084749,1.67605072894972
340,2,338,78,0.01,0.2,0.1,1,0,0,17.9429793639787
340,20,320,59,0.05,0.2,0.1,1,0.832360789797577,0.15120587455006,3.02128243559083
340,30,310,60,0.1,0.2,0.1,0.0406961668251312,0.147169230955753,0.00353668844475413,0.926024468848413
340,105,235,59,0.3,0.2,0.1,0.0295101720725116,0.456843875605383,0.204193482328258,0.944056904243766
340,183,157,43,0.5,0.2,0.1,0.0221263776817175,0.462351860637425,0.222674957367511,0.932537247740685
340,7,333,73,0.01,0.2,0.01,0.353316952290127,0,0,2.53476139987101
340,10,330,57,0.05,0.2,0.01,0.223411696001944,0,0,2.20877615514869
340,29,311,70,0.1,0.2,0.01,0.00133241176287839,0,0,0.483553742296598
340,99,241,52,0.3,0.2,0.01,1.58389242028126e-06,0.0791108580960308,0.00912855069234097,0.312412922875655
340,172,168,42,0.5,0.2,0.01,1.27199765483502e-11,0.0379098215728881,0.00437995332624049,0.150848613701047
340,6,334,58,0.01,0.2,0,0.594741248742641,0,0,4.15506859554397
340,22,318,57,0.05,0.2,0,0.0332628441744147,0,0,0.868623620767175
340,30,310,52,0.1,0.2,0,0.0074939554854407,0,0,0.677394540384102
340,100,240,32,0.3,0.2,0,1.61189835754182e-05,0,0,0.261761159072563
340,147,193,30,0.5,0.2,0,1.67306371511994e-08,0,0,0.149148617224459
360,7,353,139,0.01,0.4,0.4,0.256272897413054,0.260422209359402,0.00560953417111503,2.18183750298227
360,21,339,123,0.05,0.4,0.4,0.813039127759275,1.19802822328415,0.417763761156693,3.22340823083878
360,36,324,149,0.1,0.4,0.4,1,1.01276021404385,0.467188265424477,2.14735722469312
360,103,257,150,0.3,0.4,0.4,0.287236448381265,0.757452372995822,0.458376434825218,1.24070425528926
360,180,180,155,0.5,0.4,0.4,0.831459624624693,1.07014039197436,0.690126461401013,1.66023415238239
360,6,354,152,0.01,0.4,0.2,0.407564362650861,0.269677823997538,0.00565252135695387,2.44551486764523
360,14,346,134,0.05,0.4,0.2,0.0912622742723674,0.270977672724144,0.0290151901292785,1.24607777400719
360,33,327,131,0.1,0.4,0.2,0.00744776552866449,0.28568508696852,0.0839554462315954,0.776103876881535
360,94,266,116,0.3,0.4,0.2,6.12865566254954e-05,0.311097440472412,0.157494966061143,0.581188767804957
360,173,187,98,0.5,0.4,0.2,0.000369571441427989,0.417091351963228,0.24686924775501,0.694304882674842
360,5,355,146,0.01,0.4,0.1,0.652102021161038,0.362947077394217,0.00730712025724831,3.71634943018682
360,17,343,142,0.05,0.4,0.1,0.00371553821658118,0.0899039154382075,0.00212476972011546,0.591734456200002
360,26,334,137,0.1,0.4,0.1,0.012243733252713,0.275588001340171,0.0675409835047228,0.836980040401408
360,111,249,102,0.3,0.4,0.1,6.34345201122624e-08,0.191713306198622,0.0880217066717787,0.382374385811737
360,169,191,97,0.5,0.4,0.1,1.29697358832727e-10,0.184367213484623,0.0994087797094897,0.328464478423153
360,2,358,133,0.01,0.4,0.01,0.532791705354382,0,0,9.09341330598
360,22,338,146,0.05,0.4,0.01,1.3814854505988e-05,0,0,0.246028307870418
360,31,329,123,0.1,0.4,0.01,1.46309150106309e-06,0,0,0.217319966079488
360,112,248,99,0.3,0.4,0.01,5.66119598250142e-20,0,0,0.0522675107341652
360,192,168,63,0.5,0.4,0.01,7.72951582781346e-23,0.00904997854184074,0.000227790633289387,0.0538426524497476
360,2,358,141,0.01,0.4,0,0.522144846796659,0,0,8.27291923913075
360,23,337,138,0.05,0.4,0,1.88815158099808e-05,0,0,0.25715759638771
360,25,335,147,0.1,0.4,0,1.7168197740535e-06,0,0,0.208509376907219
360,100,260,105,0.3,0.4,0,8.99135222567131e-19,0,0,0.0574320211356558
360,183,177,73,0.5,0.4,0,2.13376533877494e-27,0,0,0.03052978515625
360,3,357,65,0.01,0.2,0.4,1,0,0,11.0566526534591
360,15,345,82,0.05,0.2,0.4,0.753822973998654,1.24395843671449,0.281022074831516,4.34833583506486
360,41,319,71,0.1,0.2,0.4,3.28422751369524e-05,4.40979011790755,2.09764107211179,9.23201509070874
360,97,263,87,0.3,0.2,0.4,0.000801441028196111,2.44658293242769,1.41546562643905,4.21708289664816
360,169,191,107,0.5,0.2,0.4,0.000782995866623152,2.21225977209962,1.36278112609465,3.6199762877904
360,5,355,75,0.01,0.2,0.2,0.588062032788456,0,0,4.16167449856696
360,14,346,76,0.05,0.2,0.2,0.505334780171385,1.52024833133307,0.338133629697174,5.46493370072983
360,27,333,80,0.1,0.2,0.2,0.810814621843211,0.782330726477132,0.223783745855439,2.21473549469354
360,100,260,69,0.3,0.2,0.2,0.234707082685586,0.673902661659426,0.334239342757691,1.29272995719109
360,178,182,70,0.5,0.2,0.2,0.353877189531603,0.773798806512195,0.440609763588787,1.34999693623712
360,5,355,73,0.01,0.2,0.1,0.587612204195169,0,0,4.30768521213134
360,14,346,74,0.05,0.2,0.1,0.743315905697713,0.634976229053367,0.0675497584077348,2.95027959852537
360,38,322,78,0.1,0.2,0.1,0.215155930891983,0.517620963268753,0.152225669128427,1.40198388891333
360,93,267,57,0.3,0.2,0.1,0.251068403306911,0.645214650622281,0.287127907559163,1.34150702661991
360,180,180,49,0.5,0.2,0.1,0.0306200464234303,0.483322522207547,0.241015316069734,0.939800192140328
360,4,356,67,0.01,0.2,0.01,1,0,0,6.6673049667626
360,22,338,62,0.05,0.2,0.01,0.144543110726522,0.216808544134095,0.00514938841891711,1.40145771799926
360,38,322,63,0.1,0.2,0.01,0.000984642128254497,0,0,0.435126827678643
360,110,250,64,0.3,0.2,0.01,2.86243539455141e-10,0.0273688504103788,0.000677448445063446,0.163111169714756
360,183,177,38,0.5,0.2,0.01,2.00038322948271e-13,0,0,0.0796625265668492
360,3,357,65,0.01,0.2,0,1,0,0,11.0566526534591
360,25,335,57,0.05,0.2,0,0.0201421208641847,0,0,0.805766751645095
360,41,319,79,0.1,0.2,0,2.92076713185958e-05,0,0,0.295575469263807
360,121,239,54,0.3,0.2,0,2.97099312242417e-11,0,0,0.111298871230527
360,177,183,28,0.5,0.2,0,2.68682675944853e-09,0,0,0.126579722878576
380,5,375,145,0.01,0.4,0.4,1,1.08135889007507,0.0892843594651,9.56002556628169
380,16,364,136,0.05,0.4,0.4,1,1.07977780874296,0.315060463664094,3.3668530098639
380,43,337,149,0.1,0.4,0.4,0.408187332381401,0.722950763533976,0.339769742577157,1.47417837393661
380,104,276,147,0.3,0.4,0.4,1,0.9871821207798,0.602467435813184,1.60637451260913
380,186,194,156,0.5,0.4,0.4,0.252515607597467,1.27774463678708,0.831513997880732,1.96641656045592
380,4,376,162,0.01,0.4,0.2,0.639294792905642,0.445995062660058,0.00843263337774828,5.61262570592224
380,18,362,146,0.05,0.4,0.2,0.0794299064743802,0.30708418343849,0.0559977649342159,1.11311768472949
380,37,343,145,0.1,0.4,0.2,0.00108024043495042,0.22727720874649,0.0674632007090525,0.607617657114875
380,129,251,125,0.3,0.4,0.2,0.000344265653582392,0.414188020976385,0.24213990714415,0.692419028444564
380,186,194,110,0.5,0.4,0.2,0.000175449531754604,0.41257354671357,0.251400797615726,0.669078689653234
380,1,379,155,0.01,0.4,0.1,1,0,0,56.5637520622134
380,16,364,125,0.05,0.4,0.1,0.0261500324248048,0.129457115135354,0.00304511705102348,0.860448221937872
380,24,356,158,0.1,0.4,0.1,0.0341298173969127,0.350016702955692,0.0998937346786943,0.9975901950241
380,118,262,104,0.3,0.4,0.1,2.69765328780515e-08,0.187541072131013,0.0863992541252531,0.372145936684728
380,179,201,90,0.5,0.4,0.1,9.98400025493289e-12,0.154392685706554,0.0784705839081844,0.286863440354914
380,1,379,134,0.01,0.4,0.01,1,0,0,71.5181248296628
380,19,361,148,0.05,0.4,0.01,0.000108899069386536,0,0,0.315468073886459
380,51,329,148,0.1,0.4,0.01,1.6948346878221e-09,0.0514019312021817,0.00596567060346866,0.201657652704243
380,112,268,101,0.3,0.4,0.01,1.1354254733536e-15,0.031207140958383,0.00362253130504906,0.120080219942842
380,185,195,91,0.5,0.4,0.01,4.25138830117798e-24,0.0354807333535834,0.010891626775475,0.0899194608747613
380,3,377,139,0.01,0.4,0,0.302201083182891,0,0,4.19471584976958
380,13,367,150,0.05,0.4,0,0.00223893893894169,0,0,0.484829068368588
380,46,334,141,0.1,0.4,0,1.09462841761336e-10,0,0,0.117303200638537
380,116,264,125,0.3,0.4,0,7.32095754200369e-26,0,0,0.0371794364696935
380,185,195,79,0.5,0.4,0,1.25434615036409e-27,0,0,0.030951004325926
380,6,374,66,0.01,0.2,0.4,0.279780774533611,2.41465834773061,0.21414597653205,17.2592713292867
380,23,357,76,0.05,0.2,0.4,1,0.833716464703536,0.200077117130118,2.61716738733493
380,41,339,102,0.1,0.2,0.4,0.0384689618826165,2.11198859246605,1.01279274908572,4.32550923193561
380,118,262,95,0.3,0.2,0.4,0.000314128331756896,2.45361219669506,1.47147259266847,4.09347439701613
380,199,181,109,0.5,0.2,0.4,0.002094663459581,2.08334851203123,1.28686275129615,3.40935765763509
380,3,377,80,0.01,0.2,0.2,1,0,0,9.11809440396639
380,24,356,75,0.05,0.2,0.2,0.108208055649552,2.15149686623957,0.764055133706044,5.59800359503959
380,31,349,81,0.1,0.2,0.2,0.498445978575588,1.31405844522313,0.487471298082186,3.20108005595435
380,120,260,61,0.3,0.2,0.2,1,0.976486242129418,0.509361114040287,1.81782372301917
380,179,201,83,0.5,0.2,0.2,0.804717591061016,0.934473108185426,0.555428063871788,1.56637357767551
380,5,375,70,0.01,0.2,0.1,0.589197093132539,0,0,4.85912812693395
380,22,358,75,0.05,0.2,0.1,0.273066571756837,0.391131383025253,0.0433657453638497,1.6707768798247
380,39,341,75,0.1,0.2,0.1,0.139135571799309,0.435366917092238,0.108818058217324,1.27703421284395
380,122,258,59,0.3,0.2,0.1,0.00620021888059978,0.381677517369145,0.165825668649123,0.799995584189467
380,192,188,48,0.5,0.2,0.1,1.92566274494288e-06,0.188659173859448,0.0777970773498357,0.411960643712917
380,6,374,92,0.01,0.2,0.01,0.342652638425637,0,0,2.65617947898854
380,18,362,85,0.05,0.2,0.01,0.0170358050099045,0,0,0.76208745098053
380,39,341,73,0.1,0.2,0.01,0.000333034665794845,0,0,0.376575720229418
380,122,258,53,0.3,0.2,0.01,6.91904569107522e-09,0.0328884992637916,0.000811503536712475,0.196877208802762
380,189,191,45,0.5,0.2,0.01,1.29549670370819e-09,0.0795307296535197,0.0202125533461163,0.226859240382388
380,4,376,77,0.01,0.2,0,0.586656771849441,0,0,5.99044443636938
380,25,355,63,0.05,0.2,0,0.0213392118025532,0,0,0.763308538621861
380,42,338,72,0.1,0.2,0,0.000110833270636105,0,0,0.350891234825313
380,108,272,47,0.3,0.2,0,5.27715495996329e-08,0,0,0.174929121780356
380,172,208,34,0.5,0.2,0,3.47287103380611e-10,0,0,0.118870479289276
400,2,398,167,0.01,0.4,0.4,1,1.39637749769954,0.0177061368459463,110.08008635152
400,23,377,155,0.05,0.4,0.4,0.190406194420642,1.78236304269549,0.699423243692251,4.58823178608451
400,43,357,159,0.1,0.4,0.4,0.191106851822262,0.626957727417695,0.289837683822938,1.28869722573526
400,113,287,159,0.3,0.4,0.4,0.57073695486109,0.859840136351202,0.533466030064473,1.3756394494503
400,190,210,167,0.5,0.4,0.4,0.542784220988121,0.872095874891676,0.573685524396665,1.32401935021662
400,6,394,133,0.01,0.4,0.2,0.184458319186832,0,0,1.69495904478438
400,18,382,163,0.05,0.4,0.2,0.0118874794228753,0.17214603837285,0.0189520047085427,0.748453902434502
400,39,361,141,0.1,0.4,0.2,0.218941193853392,0.606132874992079,0.255095125058392,1.32964373779191
400,112,288,136,0.3,0.4,0.2,0.000393138994316222,0.401079331596892,0.227928929962822,0.684846502910599
400,207,193,130,0.5,0.4,0.2,2.43953815323917e-07,0.320406366991249,0.200457565492616,0.506665255906608
400,5,395,167,0.01,0.4,0.1,0.0781037894503356,0,0,1.51264970294659
400,17,383,148,0.05,0.4,0.1,0.000441705087472609,0,0,0.393046056332514
400,48,352,153,0.1,0.4,0.1,5.27617848972254e-05,0.199869903578656,0.0676410743431139,0.489329474999233
400,118,282,123,0.3,0.4,0.1,2.16471946775815e-07,0.235381524409021,0.120689682442587,0.432851825409677
400,205,195,86,0.5,0.4,0.1,4.89588678201206e-12,0.151887929978709,0.0785690889409608,0.27880161382317
400,5,395,134,0.01,0.4,0.01,0.173462470482837,0,0,2.15896270703765
400,23,377,139,0.05,0.4,0.01,5.25014586256939e-05,0,0,0.304696059908139
400,43,357,144,0.1,0.4,0.01,4.36724148729708e-08,0.0357854625649881,0.000879938398298335,0.215736045998258
400,125,275,116,0.3,0.4,0.01,4.76576621812412e-20,0.0230961609408857,0.00271268998598621,0.0884328866092016
400,200,200,87,0.5,0.4,0.01,1.11591318321569e-29,0.00672734888085694,0.000172145365089462,0.0396034372622024
400,4,396,154,0.01,0.4,0,0.302899456849407,0,0,2.41350106958927
400,10,390,179,0.05,0.4,0,0.00269387105341473,0,0,0.535925294920582
400,29,371,129,0.1,0.4,0,1.23174938468465e-05,0,0,0.26060309644963
400,104,296,97,0.3,0.4,0,2.07027222285699e-15,0,0,0.0765044048554112
400,214,186,76,0.5,0.4,0,1.7257920387122e-30,0,0,0.0264344905826643
400,7,393,87,0.01,0.2,0.4,0.648882452997061,1.44793232182364,0.135605703262452,9.03475028199453
400,20,380,84,0.05,0.2,0.4,0.0457236638177012,2.65849636810646,0.908654420471253,7.36694174920005
